"State,City",Population
"Arizona,Catalina Foothills",50096
"Hawaii,East Honolulu",50076
"Utah,Draper",49978
"Missouri,Chesterfield",49675
"California,Cerritos",49630
"Texas,Bedford",49576
"Minnesota,St. Louis Park",49539
"California,Azusa",49457
"Ohio,Euclid",49382
"Virginia,McLean",49310
"Florida,Coral Gables",49269
"California,Lincoln",49203
"Indiana,Jeffersonville",49178
"California,Ceres",49132
"Mississippi,Biloxi",49061
"Indiana,Lawrence",49048
"California,Poway",49005
"Texas,Cedar Hill",48968
"Michigan,Portage",48767
"California,Rowland Heights",48765
"New York,Niagara Falls",48763
"Ohio,Dublin",48613
"California,El Dorado Hills",48612
"North Carolina,Mooresville",48431
"California,North Highlands",48424
"California,Antelope",48421
"Tennessee,Spring Hill",48403
"Massachusetts,Everett",48368
"Florida,University",48367
"New Mexico,Roswell",48347
"Virginia,Leesburg",48223
"California,Rancho Santa Margarita",48190
"Virginia,Tuckahoe",48187
"Florida,Titusville",48158
"Illinois,Glenview",48150
"Wisconsin,Wauwatosa",48072
"Oklahoma,Stillwater",48055
"North Dakota,Minot",48005
"California,La Mirada",47957
"North Carolina,Wilson",47914
"California,Newark",47815
"Michigan,Roseville",47692
"Michigan,East Lansing",47427
"Ohio,Mentor",47369
"Washington,Bothell",47355
"California,San Luis Obispo",47257
"Texas,Burleson",47230
"Rhode Island,East Providence",47171
"Connecticut,Middletown",47164
"California,Brea",46912
"Kansas,Salina",46896
"Maryland,Potomac",46891
"New Mexico,Farmington",46696
"New Jersey,Sicklerville",46626
"Florida,Ocoee",46562
"Hawaii,Hilo",46559
"Arizona,Oro Valley",46515
"Florida,Fort Pierce",46409
"North Carolina,Wake Forest",46387
"Ohio,Beavercreek",46320
"Ohio,Strongsville",46187
"Texas,Rockwall",46150
"Massachusetts,Attleboro",46146
"Florida,Winter Garden",45978
"Hawaii,Pearl City",45941
"Texas,Haltom City",45777
"Florida,Altamonte Springs",45732
"New Jersey,Hackensack",45723
"Indiana,Westfield",45695
"Illinois,Elmhurst",45661
"Utah,Bountiful",45496
"Colorado,Littleton",45465
"Texas,Huntsville",45446
"Ohio,Cleveland Heights",45267
"California,Morgan Hill",45267
"Texas,Keller",45190
"Texas,Kyle",45147
"Texas,Little Elm",45124
"Nevada,Whitney",45105
"Arizona,Prescott",45063
"New Jersey,Sayreville",45062
"Iowa,Urbandale",45037
"Virginia,Ashburn",44950
"Arizona,Sierra Vista",44944
"Florida,Cutler Bay",44865
"California,Palm Springs",44799
"Utah,Riverton",44773
"Virginia,Lake Ridge",44697
"Florida,North Lauderdale",44579
"Ohio,Fairfield",44550
"Indiana,West Lafayette",44515
"South Carolina,Goose Creek",44502
"Massachusetts,Salem",44452
"California,Los Banos",44421
"California,Rohnert Park",44420
"Wisconsin,Fond du Lac",44412
"Tennessee,Brentwood",44354
"New York,Freeport",44328
"Illinois,Lombard",44311
"Illinois,Plainfield",44296
"California,Lompoc",44232
"Puerto Rico,Trujillo Alto",44203
"Virginia,Burke",44191
"Minnesota,Moorhead",44129
"Florida,Oakland Park",44092
"Pennsylvania,Wilkes-Barre",44086
"California,Campbell",43954
"Minnesota,Mankato",43938
"Massachusetts,Pittsfield",43890
"California,San Bruno",43775
"California,Danville",43673
"New Hampshire,Concord",43552
"Texas,The Colony",43489
"Maryland,Odenton",43488
"Florida,Greenacres",43482
"New York,West Babylon",43397
"Minnesota,Shakopee",43396
"New Jersey,Linden",43387
"California,Altadena",43384
"Florida,North Miami Beach",43357
"Tennessee,Gallatin",43306
"Missouri,Wentzville",43213
"New York,Hicksville",43107
"Missouri,Jefferson City",43076
"Illinois,Buffalo Grove",43062
"Rhode Island,Woonsocket",43044
"California,Oakley",42996
"Utah,Eagle Mountain",42905
"Maryland,Catonsville",42789
"Virginia,Woodbridge",42734
"Florida,Ormond Beach",42707
"Illinois,Moline",42660
"Ohio,Huber Heights",42650
"Washington,Edmonds",42622
"Virginia,Manassas",42596
"Virginia,Danville",42556
"Nevada,Pahrump",42471
"Illinois,Belleville",42463
"Massachusetts,Beverly",42448
"Michigan,Midland",42425
"Texas,Coppell",42420
"Texas,Channelview",42394
"Washington,Puyallup",42366
"California,Rancho Palos Verdes",42316
"California,Coachella",42123
"Virginia,Linton Hall",42089
"Georgia,Peachtree Corners",42065
"Maryland,Woodlawn",42053
"Arkansas,Pine Bluff",41964
"Utah,Spanish Fork",41953
"Virginia,Annandale",41869
"Massachusetts,Fitchburg",41796
"New Jersey,Kearny",41790
"Minnesota,Maplewood",41673
"Georgia,Mableton",41632
"Texas,Schertz",41607
"Georgia,Newnan",41598
"Florida,Clermont",41562
"Florida,North Fort Myers",41551
"Massachusetts,Marlborough",41505
"California,Vineyard",41505
"New York,Coram",41431
"Illinois,Bartlett",41126
"California,Hollister",41077
"Arizona,Bullhead City",41064
"Texas,Lancaster",41057
"Ohio,Grove City",41025
"Iowa,Marion",41023
"Wisconsin,Brookfield",41020
"Ohio,Delaware",41004
"Florida,Hallandale Beach",41004
"Massachusetts,Woburn",40967
"Tennessee,Columbia",40957
"Tennessee,Germantown",40955
"Connecticut,Shelton",40944
"Kentucky,Covington",40930
"Massachusetts,Westfield",40922
"Texas,Friendswood",40780
"Florida,The Acreage",40771
"Maryland,Essex",40710
"California,Culver City",40640
"Maryland,Annapolis",40581
"Texas,Duncanville",40575
"Iowa,Cedar Falls",40500
"Georgia,Milton",40487
"Texas,Weslaco",40393
"Oregon,Lake Oswego",40390
"Ohio,Lancaster",40360
"Ohio,Findlay",40323
"New York,Valley Stream",40304
"Wisconsin,New Berlin",40289
"Kansas,Hutchinson",40202
"North Carolina,Holly Springs",40198
"California,French Valley",40188
"Colorado,Security-Widefield",40158
"Texas,Hurst",40114
"Illinois,Romeoville",40099
"Illinois,Crystal Lake",40082
"Massachusetts,Chelsea",40025
"Hawaii,Waipahu",39927
"Maryland,Clinton",39925
"Florida,Meadow Woods",39904
"Illinois,Carol Stream",39895
"Colorado,Brighton",39895
"California,Bell Gardens",39870
"Texas,Waxahachie",39815
"Ohio,Reynoldsburg",39803
"Michigan,Lincoln Park",39741
"Illinois,Streamwood",39736
"Florida,Aventura",39734
"New Jersey,Fort Lee",39701
"Illinois,Quincy",39687
"California,San Gabriel",39673
"Florida,Valrico",39632
"North Carolina,Indian Trail",39603
"Illinois,Park Ridge",39562
"New Mexico,Hobbs",39476
"Missouri,Cape Girardeau",39415
"Florida,Oviedo",39405
"Ohio,Warren",39334
"Florida,Plant City",39272
"Illinois,Urbana",39189
"Mississippi,Olive Branch",39136
"Oregon,Keizer",39119
"Maryland,Severna Park",39108
"Illinois,Wheeling",39104
"Utah,Roy",39076
"Washington,Issaquah",39057
"Ohio,Westerville",38960
"Oregon,Grants Pass",38902
"Washington,Lynnwood",38812
"California,Calexico",38798
"Texas,Mission Bend",38772
"Florida,Royal Palm Beach",38697
"Florida,Land O' Lakes",38674
"Iowa,Bettendorf",38631
"California,Pacifica",38595
"Minnesota,Cottage Grove",38582
"New Mexico,Clovis",38505
"Alabama,Vestavia Hills",38504
"California,La Presa",38492
"Massachusetts,Holyoke",38480
"Georgia,Evans",38452
"California,La Puente",38447
"Arizona,Apache Junction",38311
"Wisconsin,Menomonee Falls",38219
"Alabama,Phenix City",38216
"California,Stanton",38167
"Idaho,Post Falls",38162
"Tennessee,La Vergne",38127
"Washington,Parkland",38092
"New York,East Meadow",38078
"Tennessee,Mount Juliet",38059
"Arkansas,Hot Springs",38050
"Florida,Winter Springs",38021
"California,Monrovia",37999
"Alabama,Prattville",37977
"Illinois,Carpentersville",37940
"North Dakota,West Fargo",37913
"Colorado,Northglenn",37899
"Georgia,East Point",37895
"Mississippi,Tupelo",37872
"Texas,Rosenberg",37871
"California,Montclair",37871
"Georgia,Peachtree City",37867
"California,La Quinta",37846
"Virginia,Mechanicsville",37767
"Arizona,Sun City",37693
"Florida,Richmond West",37626
"Wisconsin,Greenfield",37623
"Oklahoma,Owasso",37559
"Illinois,Hanover Park",37545
"Indiana,Portage",37540
"Illinois,Rock Island",37519
"Tennessee,Lebanon",37471
"California,Foothill Farms",37432
"Indiana,New Albany",37350
"California,Martinez",37308
"Florida,Riviera Beach",37301
"California,Adelanto",37229
"Utah,Pleasant Grove",37228
"Kansas,Leavenworth",37216
"Oklahoma,Muskogee",37214
"Oregon,Oregon City",37160
"Oklahoma,Bartlesville",37074
"Utah,Saratoga Springs",36977
"Florida,Kendall West",36964
"Minnesota,Richfield",36899
"Utah,Kearns",36842
"Georgia,Tucker",36764
"New York,Elmont",36741
"Wisconsin,Franklin",36685
"Virginia,Oakton",36675
"Maine,Lewiston",36615
"New Mexico,South Valley",36583
"Wisconsin,Beloit",36567
"Ohio,Upper Arlington",36566
"Florida,DeLand",36528
"California,Temple City",36526
"California,Wildomar",36511
"Maryland,Chillum",36428
"Florida,Princeton",36381
"California,Claremont",36312
"Nevada,Winchester",36307
"New York,Central Islip",36292
"Kentucky,Georgetown",36281
"Wisconsin,Oak Creek",36266
"New York,Commack",36252
"Florida,South Miami Heights",36239
"California,Moorpark",36201
"Indiana,Merrillville",36196
"Florida,Estero",36187
"Florida,Egypt Lake-Leto",36157
"Minnesota,Roseville",36119
"Florida,Dunedin",36110
"Texas,Farmers Branch",36091
"Illinois,Calumet City",36065
"Ohio,Marion",36053
"Illinois,Addison",35999
"Florida,Buenaventura Lakes",35922
"California,Westmont",35913
"Florida,Lauderdale Lakes",35898
"Indiana,Richmond",35854
"Florida,Carrollwood",35846
"Maryland,Olney",35815
"California,Orangevale",35729
"California,West Hollywood",35678
"Maryland,Randallstown",35641
"Ohio,Gahanna",35626
"Mississippi,Meridian",35625
"Pennsylvania,Norristown",35607
"California,Manhattan Beach",35585
"Texas,La Porte",35566
"Minnesota,Inver Grove Heights",35539
"Ohio,Hilliard",35530
"Wisconsin,Sun Prairie",35528
"Texas,Copperas Cove",35452
"Connecticut,Torrington",35447
"Arizona,El Mirage",35410
"Missouri,Wildwood",35384
"Texas,San Juan",35384
"Missouri,Oakville",35357
"California,San Juan Capistrano",35319
"Utah,Midvale",35313
"Arizona,San Luis",35289
"Ohio,Brunswick",35272
"North Carolina,Salisbury",35258
"Utah,Tooele",35223
"Massachusetts,Watertown Town",35171
"Maryland,Owings Mills",35170
"South Carolina,Greer",35151
"Washington,Lake Stevens",35135
"Illinois,Northbrook",35108
"Maryland,College Park",34961
"Missouri,University City",34953
"Ohio,North Ridgeville",34883
"Texas,Del Rio",34831
"New Jersey,Fair Lawn",34820
"New York,Long Beach",34820
"Indiana,Goshen",34792
"California,San Dimas",34775
"Utah,Springville",34750
"Arkansas,Benton",34746
"Georgia,Hinesville",34733
"Texas,Socorro",34687
"Washington,Spanaway",34670
"Kentucky,Richmond",34662
"California,Pleasant Hill",34649
"Washington,University Place",34565
"Ohio,Stow",34556
"Hawaii,Kaneohe",34509
"Maryland,Montgomery Village",34489
"Florida,Fruit Cove",34469
"North Carolina,Monroe",34464
"Virginia,Fair Oaks",34437
"Georgia,Douglasville",34410
"Ohio,Fairborn",34398
"Montana,Butte",34368
"Colorado,Dakota Ridge",34361
"California,Oildale",34350
"Ohio,Mason",34337
"Illinois,Oswego",34324
"Alabama,Gadsden",34317
"Indiana,Plainfield",34311
"Wisconsin,Manitowoc",34267
"Texas,Lufkin",34264
"Utah,Cedar City",34246
"Texas,Deer Park",34240
"Oregon,McMinnville",34224
"Illinois,Woodridge",34161
"Michigan,Eastpointe",34148
"Louisiana,Prairieville",34118
"New York,New City",34118
"Tennessee,Cookeville",34068
"New York,Huntington Station",34050
"Ohio,Westlake",34049
"Florida,Merritt Island",34013
"Idaho,Lewiston",33964
"Florida,Golden Glades",33930
"California,Bell",33915
"Texas,Midlothian",33914
"Colorado,Ken Caryl",33889
"Florida,Cooper City",33867
"Georgia,Woodstock",33857
"Georgia,Martinez",33829
"Virginia,South Riding",33828
"Indiana,Valparaiso",33820
"Florida,Parkland",33772
"Washington,Walla Walla",33765
"Kansas,Leawood",33748
"Washington,Graham",33727
"Idaho,Rexburg",33684
"California,Menlo Park",33677
"Utah,Cottonwood Heights",33597
"Nebraska,Kearney",33558
"Maryland,Pikesville",33549
"Arizona,Sahuarita",33524
"Indiana,Crown Point",33518
"California,Foster City",33511
"Texas,Timberwood Park",33506
"Colorado,Englewood",33500
"Illinois,Glendale Heights",33443
"Pennsylvania,Bethel Park",33356
"New York,Baldwin",33352
"California,Dana Point",33327
"California,Los Gatos",33309
"Minnesota,Brooklyn Center",33298
"Florida,West Little River",33284
"Virginia,Petersburg",33229
"North Carolina,Goldsboro",33214
"Oregon,Redmond",33160
"North Carolina,Fuquay-Varina",33135
"Alabama,Alabaster",33133
"Wyoming,Gillette",33047
"Georgia,Kennesaw",33036
"California,Fallbrook",32999
"Colorado,Pueblo West",32991
"Washington,Pullman",32968
"New York,Spring Valley",32953
"Illinois,St. Charles",32908
"California,Beverly Hills",32903
"California,Spring Valley",32860
"Utah,American Fork",32822
"Pennsylvania,Chester",32819
"New York,Uniondale",32791
"Illinois,Elk Grove Village",32763
"Florida,East Lake",32714
"Georgia,Redan",32712
"California,Goleta",32677
"Washington,Des Moines",32631
"Arkansas,Sherwood",32544
"New York,Kiryas Joel",32498
"New Jersey,Garfield",32481
"Minnesota,Andover",32471
"Utah,Kaysville",32438
"Georgia,Statesboro",32400
"Illinois,Pekin",32398
"New York,Franklin Square",32381
"Ohio,North Olmsted",32371
"Texas,Nacogdoches",32347
"Georgia,Canton",32342
"Colorado,Wheat Ridge",32340
"Texas,Harker Heights",32320
"New Hampshire,Rochester",32317
"New York,Rome",32309
"Alaska,Juneau",32240
"Arizona,Kingman",32204
"Ohio,Massillon",32199
"Minnesota,Savage",32092
"Montana,Helena",32060
"California,Lawndale",32035
"California,Desert Hot Springs",31988
"New York,Centereach",31979
"California,San Pablo",31975
"Colorado,Windsor",31972
"Illinois,O'Fallon",31963
"Louisiana,Marrero",31928
"Texas,West Odessa",31927
"Maine,Bangor",31920
"New York,Ithaca",31819
"Utah,Clearfield",31802
"Virginia,Springfield",31769
"California,Fair Oaks",31750
"Utah,Holladay",31738
"New Jersey,Long Branch",31734
"Utah,Syracuse",31715
"Florida,Dania Beach",31703
"Kentucky,Florence",31699
"Illinois,Mundelein",31596
"Connecticut,Naugatuck",31586
"Maryland,Pasadena",31583
"California,Los Altos",31562
"New Mexico,Carlsbad",31525
"South Carolina,Aiken",31516
"Georgia,Duluth",31506
"Wyoming,Laramie",31501
"Texas,Cibolo",31489
"New York,Bay Shore",31488
"California,La Verne",31423
"California,Laguna Hills",31409
"California,Atwater",31401
"Delaware,Newark",31393
"New York,Port Chester",31317
"Tennessee,Maryville",31281
"Oklahoma,Shawnee",31237
"Florida,Lake Magdalene",31211
"Virginia,Sterling",31202
"New Mexico,Alamogordo",31201
"California,Saratoga",31194
"New York,Oceanside",31182
"Ohio,North Royalton",31150
"California,Burlingame",31142
"Florida,Lakeside",31125
"Tennessee,Oak Ridge",31087
"Kentucky,Nicholasville",31066
"North Carolina,New Bern",31058
"Georgia,LaGrange",31053
"Virginia,West Falls Church",31023
"Missouri,Ballwin",30998
"Texas,Cleburne",30984
"Illinois,Niles",30971
"Maryland,Bel Air North",30969
"New Jersey,Westfield",30950
"California,Orcutt",30940
"North Carolina,Cornelius",30925
"Washington,SeaTac",30867
"North Carolina,Garner",30859
"Illinois,Gurnee",30826
"Alabama,Opelika",30810
"Maryland,Parkville",30783
"Kentucky,Hopkinsville",30771
"Texas,Southlake",30754
"California,San Carlos",30754
"California,Santa Paula",30741
"New Jersey,Princeton",30717
"Ohio,Bowling Green",30715
"Maryland,Milford Mill",30685
"Texas,Canyon Lake",30641
"Illinois,North Chicago",30619
"Maryland,Middle River",30606
"Arizona,Drexel Heights",30599
"New York,North Tonawanda",30592
"Florida,Miami Lakes",30582
"Florida,Ferry Pass",30526
"California,San Lorenzo",30420
"Indiana,Granger",30394
"Tennessee,Morristown",30387
"Texas,Weatherford",30385
"Alabama,Northport",30334
"Georgia,Lawrenceville",30299
"Illinois,Galesburg",30298
"Indiana,Zionsville",30258
"Illinois,Highland Park",30245
"Ohio,Austintown",30179
"Mississippi,Greenville",30175
"Missouri,Liberty",30129
"New York,Middletown",30086
"North Carolina,Sanford",30024
"California,Monterey",30014
"Florida,East Lake-Orient Park",30002
"Michigan,Southgate",29990
"California,Eastern Goleta Valley",29983
"Georgia,Chamblee",29894
"Missouri,Raytown",29893
"California,East Palo Alto",29888
"Maryland,Carney",29873
"Illinois,Algonquin",29869
"Arkansas,Bella Vista",29818
"Massachusetts,Gloucester",29814
"Maryland,Crofton",29812
"California,Atascadero",29771
"Louisiana,Central",29746
"Michigan,Oak Park",29677
"Florida,New Smyrna Beach",29674
"Florida,Winter Park",29672
"Idaho,Eagle",29665
"California,Banning",29664
"Ohio,Garfield Heights",29585
"New Jersey,Rahway",29582
"Massachusetts,Melrose",29567
"Illinois,Danville",29534
"Michigan,Burton",29532
"Indiana,Hobart",29516
"Florida,Fleming Island",29505
"Colorado,Fountain",29495
"Arkansas,Texarkana",29492
"Maryland,Laurel",29438
"California,Suisun City",29436
"Minnesota,Fridley",29422
"North Carolina,Matthews",29417
"Florida,Lakewood Ranch",29408
"Arkansas,Jacksonville",29385
"Indiana,Schererville",29381
"Massachusetts,Northampton",29379
"Colorado,Erie",29367
"Wisconsin,Fitchburg",29361
"Pennsylvania,Hazleton",29339
"Arkansas,Paragould",29327
"Illinois,Burbank",29312
"Texas,Seguin",29293
"Oregon,Bethany",29277
"Florida,Golden Gate",29271
"Missouri,Kirkwood",29233
"Ohio,Shaker Heights",29197
"Maryland,Perry Hall",29165
"New Jersey,Englewood",29129
"Louisiana,Laplace",29129
"Utah,Magna",29128
"California,East Niles",29110
"Arkansas,Russellville",29057
"Illinois,Lake in the Hills",29024
"Illinois,Lansing",28916
"Nevada,Summerlin South",28861
"Louisiana,New Iberia",28844
"Texas,Prosper",28825
"North Carolina,Morrisville",28824
"New York,Jamestown",28818
"Florida,Oakleaf Plantation",28808
"Kentucky,Jeffersontown",28800
"Florida,Casselberry",28750
"Michigan,Madison Heights",28719
"Missouri,Mehlville",28672
"California,Walnut",28641
"New York,Harrison",28635
"Pennsylvania,Monroeville",28607
"Georgia,McDonough",28574
"Georgia,Stockbridge",28567
"Pennsylvania,Drexel Hill",28538
"Illinois,Glen Ellyn",28506
"South Dakota,Aberdeen",28500
"Kentucky,Frankfort",28479
"Michigan,Allen Park",28431
"Indiana,Brownsburg",28420
"Washington,Orchards",28371
"Texas,Eagle Pass",28367
"Michigan,Forest Hills",28327
"New Jersey,Bergenfield",28282
"Kentucky,Independence",28256
"Alabama,Enterprise",28242
"Kentucky,Henderson",28201
"New York,Glen Cove",28187
"Missouri,Maryland Heights",28141
"Texas,Greenville",28128
"Hawaii,Ewa Gentry",28125
